date,brand,metric,value
2023-10,DAIHATSU,export,15506
2023-11,DAIHATSU,export,13008
2023-12,DAIHATSU,export,8754
2023-01,TOYOTA,export,10562
2023-02,TOYOTA,export,12053
2023-03,TOYOTA,export,10612
2023-04,TOYOTA,export,7527
2023-05,TOYOTA,export,10903
2023-06,TOYOTA,export,8085
2023-07,TOYOTA,export,8725
2023-08,TOYOTA,export,13585
2023-09,TOYOTA,export,14466
2023-10,TOYOTA,export,16054
2023-11,TOYOTA,export,13292
2023-12,TOYOTA,export,11797
2023-01,MITSUBISHI MOTORS,export,5808
2023-02,MITSUBISHI MOTORS,export,7098
2023-03,MITSUBISHI MOTORS,export,8098
2023-04,MITSUBISHI MOTORS,export,5739
2023-05,MITSUBISHI MOTORS,export,7068
2023-06,MITSUBISHI MOTORS,export,6652
2023-07,MITSUBISHI MOTORS,export,9100
2023-08,MITSUBISHI MOTORS,export,6870
2023-09,MITSUBISHI MOTORS,export,7296
2023-10,MITSUBISHI MOTORS,export,5338
2023-11,MITSUBISHI MOTORS,export,5068
2023-12,MITSUBISHI MOTORS,export,6384
2023-01,HYUNDAI-HMMI,export,4084
2023-02,HYUNDAI-HMMI,export,3617
2023-03,HYUNDAI-HMMI,export,3620
2023-04,HYUNDAI-HMMI,export,3078
2023-05,HYUNDAI-HMMI,export,4585
2023-06,HYUNDAI-HMMI,export,5942
2023-07,HYUNDAI-HMMI,export,5188
2023-08,HYUNDAI-HMMI,export,5404
2023-09,HYUNDAI-HMMI,export,4744
2023-10,HYUNDAI-HMMI,export,3852
2023-11,HYUNDAI-HMMI,export,5992
2023-12,HYUNDAI-HMMI,export,4332
2023-01,SUZUKI,export,4197
2023-02,SUZUKI,export,4534
2023-03,SUZUKI,export,3746
2023-04,SUZUKI,export,3617
2023-05,SUZUKI,export,2669
2023-06,SUZUKI,export,3736
2023-07,SUZUKI,export,3692
2023-08,SUZUKI,export,2701
2023-09,SUZUKI,export,2322
2023-10,SUZUKI,export,2718
2023-11,SUZUKI,export,2365
2023-12,SUZUKI,export,2260
2023-01,HONDA,export,2190
2023-02,HONDA,export,1376
2023-03,HONDA,export,2556
2023-04,HONDA,export,1680
2023-05,HONDA,export,1739
2023-06,HONDA,export,3463
2023-07,HONDA,export,3708
2023-08,HONDA,export,1772
2023-09,HONDA,export,1669
2023-10,HONDA,export,1958
2023-11,HONDA,export,1363
2023-12,HONDA,export,1835
2023-01,ISUZU,export,812
2023-02,ISUZU,export,792
2023-03,ISUZU,export,636
2023-04,ISUZU,export,174
2023-05,ISUZU,export,192
2023-06,ISUZU,export,612
2023-07,ISUZU,export,599
2023-08,ISUZU,export,691
2023-09,ISUZU,export,421
2023-10,ISUZU,export,827
2023-11,ISUZU,export,610
2023-12,ISUZU,export,692
2023-01,HYUNDAI - HIM,export,60
2023-03,HYUNDAI - HIM,export,120
2023-05,HYUNDAI - HIM,export,30
2023-06,HYUNDAI - HIM,export,210
2023-07,HYUNDAI - HIM,export,150
2023-08,HYUNDAI - HIM,export,255
2023-09,HYUNDAI - HIM,export,310
2023-10,HYUNDAI - HIM,export,475
2023-11,HYUNDAI - HIM,export,280
2023-12,HYUNDAI - HIM,export,210
2023-02,WULING,export,3
2023-03,WULING,export,40
2023-04,WULING,export,6
2023-05,WULING,export,12
2023-06,WULING,export,151
2023-07,WULING,export,403
2023-08,WULING,export,159
2023-09,WULING,export,208
2023-10,WULING,export,232
2023-11,WULING,export,211
2023-12,WULING,export,100
2023-01,HINO,export,40
2023-03,HINO,export,75
2023-11,HINO,export,30
2023-12,HINO,export,85
2023-01,DFSK,export,8
2023-02,DFSK,export,8
2023-03,DFSK,export,100
2023-04,DFSK,export,8
2023-05,DFSK,export,20
2023-06,DFSK,export,58
2023-07,DFSK,export,8
2023-08,DFSK,export,8
2023-09,DFSK,export,8
2023-01,MITSUBISHI MOTORS,export,1950
2023-02,MITSUBISHI MOTORS,export,3090
2023-03,MITSUBISHI MOTORS,export,3480
2023-04,MITSUBISHI MOTORS,export,1920
2023-05,MITSUBISHI MOTORS,export,2760
2023-06,MITSUBISHI MOTORS,export,1800
2023-07,MITSUBISHI MOTORS,export,2100
2023-08,MITSUBISHI MOTORS,export,2520
2023-09,MITSUBISHI MOTORS,export,2850
2023-10,MITSUBISHI MOTORS,export,3570
2023-11,MITSUBISHI MOTORS,export,3731
2023-12,MITSUBISHI MOTORS,export,3533
2023-01,TOYOTA,export,1750
2023-02,TOYOTA,export,2200
2023-03,TOYOTA,export,1700
2023-04,TOYOTA,export,1780
2023-05,TOYOTA,export,2980
2023-06,TOYOTA,export,2950
2023-07,TOYOTA,export,2620
2023-08,TOYOTA,export,2170
2023-09,TOYOTA,export,2140
2023-10,TOYOTA,export,3080
2023-11,TOYOTA,export,3551
2023-12,TOYOTA,export,3339
2023-01,SUZUKI,export,336
2023-03,SUZUKI,export,240
2023-04,SUZUKI,export,336
2023-05,SUZUKI,export,48
2023-06,SUZUKI,export,48
2023-07,SUZUKI,export,48
2023-08,SUZUKI,export,144
2023-09,SUZUKI,export,360
2023-10,SUZUKI,export,264
2023-11,SUZUKI,export,168
2023-12,SUZUKI,export,216
2023-02,DFSK,export,9
2023-01,TOYOTA,export,13699542
2023-02,TOYOTA,export,16326145
2023-03,TOYOTA,export,12355923
2023-04,TOYOTA,export,10094882
2023-05,TOYOTA,export,15450795
2023-06,TOYOTA,export,7602985
2023-07,TOYOTA,export,8748253
2023-08,TOYOTA,export,24514700
2023-09,TOYOTA,export,5194891
2023-10,TOYOTA,export,8540565
2023-11,TOYOTA,export,6597666
2023-12,TOYOTA,export,7136719
2023-01,HONDA,export,474192
2023-02,HONDA,export,454812
2023-03,HONDA,export,383604
2023-04,HONDA,export,492660
2023-05,HONDA,export,807828
2023-06,HONDA,export,1028400
2023-07,HONDA,export,1063020
2023-08,HONDA,export,1208988
2023-09,HONDA,export,1007984
2023-10,HONDA,export,1226518
2023-11,HONDA,export,1025618
2023-12,HONDA,export,1059750
2023-01,HINO,export,455163
2023-02,HINO,export,361856
2023-03,HINO,export,293619
2023-04,HINO,export,178485
2023-05,HINO,export,347811
2023-06,HINO,export,345916
2023-07,HINO,export,463212
2023-08,HINO,export,511133
2023-09,HINO,export,313981
2023-10,HINO,export,179981
2023-11,HINO,export,148298
2023-12,HINO,export,138873
2023-01,SUZUKI,export,1788
2023-02,SUZUKI,export,1615
2023-03,SUZUKI,export,4155
2023-04,SUZUKI,export,96
2023-05,SUZUKI,export,2141
2023-06,SUZUKI,export,200
2023-07,SUZUKI,export,682
2023-08,SUZUKI,export,734
2023-09,SUZUKI,export,716
2023-10,SUZUKI,export,1162
2023-11,SUZUKI,export,624
2023-12,SUZUKI,export,1960
2023-01,TOYOTA,import,2514
2023-02,TOYOTA,import,4070
2023-03,TOYOTA,import,3080
2023-04,TOYOTA,import,3250
2023-05,TOYOTA,import,5747
2023-06,TOYOTA,import,3247
2023-07,TOYOTA,import,2459
2023-08,TOYOTA,import,2521
2023-09,TOYOTA,import,2331
2023-10,TOYOTA,import,2262
2023-11,TOYOTA,import,2111
2023-12,TOYOTA,import,2195
2023-01,MITSUBISHI MOTORS,import,2471
2023-02,MITSUBISHI MOTORS,import,2251
2023-03,MITSUBISHI MOTORS,import,3439
2023-05,MITSUBISHI MOTORS,import,2257
2023-06,MITSUBISHI MOTORS,import,1061
2023-07,MITSUBISHI MOTORS,import,747
2023-08,MITSUBISHI MOTORS,import,39
2023-09,MITSUBISHI MOTORS,import,150
2023-10,MITSUBISHI MOTORS,import,2
2023-11,MITSUBISHI MOTORS,import,213
2023-12,MITSUBISHI MOTORS,import,40
2023-01,SUZUKI,import,668
2023-02,SUZUKI,import,1418
2023-03,SUZUKI,import,452
2023-04,SUZUKI,import,364
2023-05,SUZUKI,import,2372
2023-06,SUZUKI,import,1153
2023-07,SUZUKI,import,894
2023-08,SUZUKI,import,1387
2023-09,SUZUKI,import,926
2023-10,SUZUKI,import,634
2023-11,SUZUKI,import,478
2023-12,SUZUKI,import,449
2023-01,MAZDA,import,425
2023-02,MAZDA,import,420
2023-03,MAZDA,import,468
2023-04,MAZDA,import,535
2023-05,MAZDA,import,278
2023-06,MAZDA,import,550
2023-07,MAZDA,import,387
2023-08,MAZDA,import,667
2023-09,MAZDA,import,463
2023-10,MAZDA,import,390
2023-11,MAZDA,import,273
2023-12,MAZDA,import,464
2023-01,HONDA,import,210
2023-02,HONDA,import,329
2023-03,HONDA,import,16
2023-04,HONDA,import,149
2023-05,HONDA,import,244
2023-06,HONDA,import,87
2023-07,HONDA,import,306
2023-08,HONDA,import,468
2023-09,HONDA,import,104
2023-10,HONDA,import,719
2023-11,HONDA,import,828
2023-12,HONDA,import,600
2023-01,HYUNDAI-HMID,import,160
2023-02,HYUNDAI-HMID,import,271
2023-03,HYUNDAI-HMID,import,389
2023-04,HYUNDAI-HMID,import,247
2023-05,HYUNDAI-HMID,import,444
2023-06,HYUNDAI-HMID,import,471
2023-07,HYUNDAI-HMID,import,561
2023-08,HYUNDAI-HMID,import,759
2023-09,HYUNDAI-HMID,import,83
2023-10,HYUNDAI-HMID,import,336
2023-11,HYUNDAI-HMID,import,7
2023-12,HYUNDAI-HMID,import,7
2023-01,LEXUS,import,8
2023-02,LEXUS,import,128
2023-03,LEXUS,import,320
2023-04,LEXUS,import,236
2023-05,LEXUS,import,297
2023-06,LEXUS,import,201
2023-07,LEXUS,import,131
2023-08,LEXUS,import,276
2023-09,LEXUS,import,353
2023-10,LEXUS,import,271
2023-11,LEXUS,import,121
2023-12,LEXUS,import,280
2023-01,ISUZU,import,338
2023-02,ISUZU,import,97
2023-03,ISUZU,import,158
2023-04,ISUZU,import,162
2023-05,ISUZU,import,156
2023-06,ISUZU,import,251
2023-07,ISUZU,import,235
2023-08,ISUZU,import,330
2023-09,ISUZU,import,156
2023-10,ISUZU,import,45
2023-11,ISUZU,import,9
2023-12,ISUZU,import,12
2023-03,BMW,import,252
2023-04,BMW,import,107
2023-05,BMW,import,336
2023-06,BMW,import,47
2023-07,BMW,import,336
2023-08,BMW,import,39
2023-09,BMW,import,590
2023-10,BMW,import,52
2023-11,BMW,import,73
2023-01,KIA,import,18
2023-02,KIA,import,95
2023-03,KIA,import,195
2023-04,KIA,import,113
2023-05,KIA,import,165
2023-06,KIA,import,75
2023-07,KIA,import,175
2023-08,KIA,import,191
2023-09,KIA,import,122
2023-10,KIA,import,46
2023-11,KIA,import,76
2023-12,KIA,import,107
2023-01,MERCEDES-BENZ CV,import,44
2023-02,MERCEDES-BENZ CV,import,127
2023-03,MERCEDES-BENZ CV,import,317
2023-04,MERCEDES-BENZ CV,import,120
2023-05,MERCEDES-BENZ CV,import,292
2023-06,MERCEDES-BENZ CV,import,61
2023-07,MERCEDES-BENZ CV,import,91
2023-08,MERCEDES-BENZ CV,import,100
2023-09,MERCEDES-BENZ CV,import,50
2023-10,MERCEDES-BENZ CV,import,31
2023-11,MERCEDES-BENZ CV,import,79
2023-12,MERCEDES-BENZ CV,import,33
2023-01,MORRIS GARAGE,import,98
2023-02,MORRIS GARAGE,import,250
2023-03,MORRIS GARAGE,import,99
2023-04,MORRIS GARAGE,import,133
2023-05,MORRIS GARAGE,import,93
2023-06,MORRIS GARAGE,import,36
2023-07,MORRIS GARAGE,import,94
2023-08,MORRIS GARAGE,import,46
2023-09,MORRIS GARAGE,import,50
2023-11,MORRIS GARAGE,import,38
2023-01,NISSAN,import,60
2023-02,NISSAN,import,55
2023-03,NISSAN,import,65
2023-04,NISSAN,import,87
2023-05,NISSAN,import,73
2023-06,NISSAN,import,72
2023-07,NISSAN,import,97
2023-08,NISSAN,import,150
2023-09,NISSAN,import,65
2023-10,NISSAN,import,73
2023-11,NISSAN,import,85
2023-12,NISSAN,import,48
2023-01,MERCEDES-BENZ PC,import,50
2023-02,MERCEDES-BENZ PC,import,7
2023-03,MERCEDES-BENZ PC,import,77
2023-04,MERCEDES-BENZ PC,import,91
2023-05,MERCEDES-BENZ PC,import,145
2023-06,MERCEDES-BENZ PC,import,69
2023-07,MERCEDES-BENZ PC,import,104
2023-08,MERCEDES-BENZ PC,import,65
2023-09,MERCEDES-BENZ PC,import,45
2023-10,MERCEDES-BENZ PC,import,97
2023-11,MERCEDES-BENZ PC,import,51
2023-12,MERCEDES-BENZ PC,import,68
2023-03,MINI,import,99
2023-05,MINI,import,122
2023-07,MINI,import,213
2023-09,MINI,import,196
2023-10,MINI,import,4
2023-11,MINI,import,133
2023-01,SUBARU,import,33
2023-02,SUBARU,import,48
2023-03,SUBARU,import,49
2023-04,SUBARU,import,33
2023-05,SUBARU,import,54
2023-06,SUBARU,import,85
2023-07,SUBARU,import,80
2023-08,SUBARU,import,110
2023-09,SUBARU,import,2
2023-10,SUBARU,import,78
2023-11,SUBARU,import,153
2023-01,FAW,import,3
2023-02,FAW,import,23
2023-03,FAW,import,162
2023-04,FAW,import,18
2023-05,FAW,import,27
2023-06,FAW,import,30
2023-07,FAW,import,30
2023-08,FAW,import,33
2023-09,FAW,import,178
2023-10,FAW,import,36
2023-11,FAW,import,44
2023-12,FAW,import,33
2023-01,HINO,import,40
2023-02,HINO,import,33
2023-03,HINO,import,69
2023-04,HINO,import,40
2023-05,HINO,import,48
2023-06,HINO,import,66
2023-07,HINO,import,74
2023-08,HINO,import,28
2023-09,HINO,import,93
2023-10,HINO,import,19
2023-11,HINO,import,35
2023-12,HINO,import,4
2023-01,DAIHATSU,import,100
2023-02,DAIHATSU,import,80
2023-03,DAIHATSU,import,130
2023-04,DAIHATSU,import,90
2023-05,DAIHATSU,import,30
2023-06,DAIHATSU,import,10
2023-07,DAIHATSU,import,17
2023-08,DAIHATSU,import,13
2023-09,DAIHATSU,import,10
2023-11,DAIHATSU,import,20
2023-01,JEEP,import,86
2023-02,JEEP,import,26
2023-03,JEEP,import,14
2023-04,JEEP,import,31
2023-05,JEEP,import,45
2023-06,JEEP,import,5
2023-07,JEEP,import,77
2023-08,JEEP,import,36
2023-09,JEEP,import,7
2023-11,JEEP,import,1
2023-12,JEEP,import,6
2023-08,NETA,import,2
2023-09,NETA,import,8
2023-11,NETA,import,250
2023-01,PEUGEOT,import,15
2023-02,PEUGEOT,import,20
2023-03,PEUGEOT,import,36
2023-04,PEUGEOT,import,19
2023-05,PEUGEOT,import,21
2023-06,PEUGEOT,import,14
2023-07,PEUGEOT,import,11
2023-08,PEUGEOT,import,14
2023-09,PEUGEOT,import,16
2023-10,PEUGEOT,import,16
2023-11,PEUGEOT,import,10
2023-12,PEUGEOT,import,7
2023-01,UD TRUCK,import,26
2023-02,UD TRUCK,import,16
2023-03,UD TRUCK,import,2
2023-04,UD TRUCK,import,4
2023-05,UD TRUCK,import,2
2023-06,UD TRUCK,import,4
2023-07,UD TRUCK,import,5
2023-08,UD TRUCK,import,11
2023-09,UD TRUCK,import,22
2023-10,UD TRUCK,import,38
2023-11,UD TRUCK,import,10
2023-12,UD TRUCK,import,7
2023-01,DFSK,import,20
2023-02,DFSK,import,20
2023-03,DFSK,import,20
2023-01,AUDI,import,1
2023-02,AUDI,import,6
2023-03,AUDI,import,1
2023-04,AUDI,import,6
2023-05,AUDI,import,9
2023-06,AUDI,import,5
2023-07,AUDI,import,5
2023-08,AUDI,import,9
2023-09,AUDI,import,4
2023-10,AUDI,import,6
2023-11,AUDI,import,5
2023-12,AUDI,import,1
2023-01,VOLKSWAGEN,import,7
2023-02,VOLKSWAGEN,import,5
2023-03,VOLKSWAGEN,import,2
2023-06,VOLKSWAGEN,import,5
2023-07,VOLKSWAGEN,import,4
2023-08,VOLKSWAGEN,import,8
2023-09,VOLKSWAGEN,import,5
2023-10,VOLKSWAGEN,import,5
2023-11,VOLKSWAGEN,import,5
2023-12,VOLKSWAGEN,import,4
2023-05,TATA,import,8
2023-09,TATA,import,8
2023-10,TATA,import,4
2024-01,TOYOTA,sales,20988
2024-01,DAIHATSU,sales,14363
2024-02,TOYOTA,sales,23525
2024-02,DAIHATSU,sales,15088
2024-03,TOYOTA,sales,21072
2024-03,DAIHATSU,sales,16552
2024-04,TOYOTA,sales,15201
2024-04,DAIHATSU,sales,9481
2024-05,TOYOTA,sales,23482
2024-05,DAIHATSU,sales,14983
2024-06,TOYOTA,sales,25464
2024-06,DAIHATSU,sales,14967
2024-07,TOYOTA,sales,27126
2024-07,DAIHATSU,sales,13910
2024-08,TOYOTA,sales,25989
2024-08,DAIHATSU,sales,13829
2024-09,TOYOTA,sales,25454
2024-09,DAIHATSU,sales,12676
2024-10,TOYOTA,sales,27030
2024-10,DAIHATSU,sales,14096
2024-11,TOYOTA,sales,26984
2024-11,DAIHATSU,sales,10030
2024-12,TOYOTA,sales,26667
2024-12,DAIHATSU,sales,13057
2024-01,HONDA,sales,8413
2024-01,MITSUBISHI MOTORS,sales,6962
2024-02,HONDA,sales,9081
2024-02,MITSUBISHI MOTORS,sales,5994
2024-03,HONDA,sales,10572
2024-03,MITSUBISHI MOTORS,sales,6153
2024-04,HONDA,sales,4611
2024-04,MITSUBISHI MOTORS,sales,4006
2024-05,HONDA,sales,7294
2024-05,MITSUBISHI MOTORS,sales,6975
2024-06,HONDA,sales,7618
2024-06,MITSUBISHI MOTORS,sales,6470
2024-07,HONDA,sales,6249
2024-07,MITSUBISHI MOTORS,sales,5569
2024-08,HONDA,sales,7556
2024-08,MITSUBISHI MOTORS,sales,6254
2024-09,HONDA,sales,7926
2024-09,MITSUBISHI MOTORS,sales,5824
2024-10,HONDA,sales,8633
2024-10,MITSUBISHI MOTORS,sales,5486
2024-11,HONDA,sales,8397
2024-11,MITSUBISHI MOTORS,sales,6050
2024-12,HONDA,sales,8392
2024-12,MITSUBISHI MOTORS,sales,6474
2024-01,SUZUKI,sales,6138
2024-01,MITSUBISHI FUSO,sales,2034
2024-02,SUZUKI,sales,4993
2024-02,MITSUBISHI FUSO,sales,2250
2024-03,SUZUKI,sales,6670
2024-03,MITSUBISHI FUSO,sales,2311
2024-04,SUZUKI,sales,4986
2024-04,MITSUBISHI FUSO,sales,1987
2024-05,SUZUKI,sales,5762
2024-05,MITSUBISHI FUSO,sales,2411
2024-06,SUZUKI,sales,4584
2024-06,MITSUBISHI FUSO,sales,2230
2024-07,SUZUKI,sales,5410
2024-07,MITSUBISHI FUSO,sales,2240
2024-08,SUZUKI,sales,5265
2024-08,MITSUBISHI FUSO,sales,2276
2024-09,SUZUKI,sales,5183
2024-09,MITSUBISHI FUSO,sales,2341
2024-10,SUZUKI,sales,5491
2024-10,MITSUBISHI FUSO,sales,2414
2024-11,SUZUKI,sales,5605
2024-11,MITSUBISHI FUSO,sales,2294
2024-12,SUZUKI,sales,6722
2024-12,MITSUBISHI FUSO,sales,2933
2024-01,ISUZU,sales,2350
2024-01,HINO,sales,1404
2024-02,ISUZU,sales,2245
2024-02,HINO,sales,1483
2024-03,ISUZU,sales,2251
2024-03,HINO,sales,1651
2024-04,ISUZU,sales,1849
2024-04,HINO,sales,1319
2024-05,ISUZU,sales,2265
2024-05,HINO,sales,1848
2024-06,ISUZU,sales,3073
2024-06,HINO,sales,2030
2024-07,ISUZU,sales,2371
2024-07,HINO,sales,2370
2024-08,ISUZU,sales,2002
2024-08,HINO,sales,2318
2024-09,ISUZU,sales,1670
2024-09,HINO,sales,2251
2024-10,ISUZU,sales,2106
2024-10,HINO,sales,2320
2024-11,ISUZU,sales,2040
2024-11,HINO,sales,2530
2024-12,ISUZU,sales,2157
2024-12,HINO,sales,2634
2024-01,HYUNDAI-HMID,sales,3003
2024-01,WULING,sales,2177
2024-02,HYUNDAI-HMID,sales,2428
2024-02,WULING,sales,1200
2024-03,HYUNDAI-HMID,sales,1812
2024-03,WULING,sales,2080
2024-04,HYUNDAI-HMID,sales,1485
2024-04,WULING,sales,1188
2024-05,HYUNDAI-HMID,sales,1408
2024-05,WULING,sales,909
2024-06,HYUNDAI-HMID,sales,1908
2024-06,WULING,sales,964
2024-07,HYUNDAI-HMID,sales,1701
2024-07,WULING,sales,1526
2024-08,HYUNDAI-HMID,sales,1823
2024-08,WULING,sales,1866
2024-09,HYUNDAI-HMID,sales,1596
2024-09,WULING,sales,2004
2024-10,HYUNDAI-HMID,sales,1711
2024-10,WULING,sales,2203
2024-11,HYUNDAI-HMID,sales,1653
2024-11,WULING,sales,2550
2024-12,HYUNDAI-HMID,sales,1833
2024-12,WULING,sales,3256
2024-01,CHERY,sales,299
2024-02,CHERY,sales,431
2024-03,CHERY,sales,803
2024-04,CHERY,sales,590
2024-05,CHERY,sales,968
2024-06,BYD,sales,1596
2024-06,CHERY,sales,848
2024-07,BYD,sales,1925
2024-07,CHERY,sales,780
2024-08,BYD,sales,2940
2024-08,CHERY,sales,798
2024-09,BYD,sales,2075
2024-09,CHERY,sales,673
2024-10,BYD,sales,2488
2024-10,CHERY,sales,699
2024-11,BYD,sales,2842
2024-11,CHERY,sales,853
2024-12,BYD,sales,1563
2024-12,CHERY,sales,1449
2024-01,BMW,sales,223
2024-01,MAZDA,sales,223
2024-02,BMW,sales,218
2024-02,MAZDA,sales,302
2024-03,BMW,sales,320
2024-03,MAZDA,sales,479
2024-04,BMW,sales,223
2024-04,MAZDA,sales,391
2024-05,BMW,sales,400
2024-05,MAZDA,sales,381
2024-06,BMW,sales,399
2024-06,MAZDA,sales,343
2024-07,BMW,sales,432
2024-07,MAZDA,sales,403
2024-08,BMW,sales,439
2024-08,MAZDA,sales,524
2024-09,BMW,sales,431
2024-09,MAZDA,sales,401
2024-10,BMW,sales,506
2024-10,MAZDA,sales,300
2024-11,BMW,sales,531
2024-11,MAZDA,sales,364
2024-12,BMW,sales,552
2024-12,MAZDA,sales,266
2024-01,MORRIS GARAGE,sales,117
2024-01,LEXUS,sales,123
2024-02,MORRIS GARAGE,sales,228
2024-02,LEXUS,sales,207
2024-03,MORRIS GARAGE,sales,340
2024-03,LEXUS,sales,353
2024-04,MORRIS GARAGE,sales,359
2024-04,LEXUS,sales,247
2024-05,MORRIS GARAGE,sales,438
2024-05,LEXUS,sales,415
2024-06,MORRIS GARAGE,sales,468
2024-06,LEXUS,sales,188
2024-07,MORRIS GARAGE,sales,601
2024-07,LEXUS,sales,184
2024-08,MORRIS GARAGE,sales,504
2024-08,LEXUS,sales,194
2024-09,MORRIS GARAGE,sales,388
2024-09,LEXUS,sales,137
2024-10,MORRIS GARAGE,sales,227
2024-10,LEXUS,sales,181
2024-11,MORRIS GARAGE,sales,176
2024-11,LEXUS,sales,199
2024-12,MORRIS GARAGE,sales,128
2024-12,LEXUS,sales,156
2024-01,MERCEDES-BENZ PC,sales,115
2024-01,UD TRUCKS,sales,148
2024-02,MERCEDES-BENZ PC,sales,177
2024-02,UD TRUCKS,sales,167
2024-03,MERCEDES-BENZ PC,sales,270
2024-03,UD TRUCKS,sales,147
2024-04,MERCEDES-BENZ PC,sales,175
2024-04,UD TRUCKS,sales,126
2024-05,MERCEDES-BENZ PC,sales,215
2024-05,UD TRUCKS,sales,179
2024-06,MERCEDES-BENZ PC,sales,159
2024-06,UD TRUCKS,sales,208
2024-07,MERCEDES-BENZ PC,sales,168
2024-07,UD TRUCKS,sales,186
2024-08,MERCEDES-BENZ PC,sales,301
2024-08,UD TRUCKS,sales,181
2024-09,MERCEDES-BENZ PC,sales,222
2024-09,UD TRUCKS,sales,159
2024-10,MERCEDES-BENZ PC,sales,160
2024-10,UD TRUCKS,sales,183
2024-11,MERCEDES-BENZ PC,sales,88
2024-11,UD TRUCKS,sales,155
2024-12,MERCEDES-BENZ PC,sales,155
2024-12,UD TRUCKS,sales,121
2024-01,MERCEDES-BENZ CV,sales,51
2024-01,NISSAN,sales,76
2024-02,MERCEDES-BENZ CV,sales,88
2024-02,NISSAN,sales,131
2024-03,MERCEDES-BENZ CV,sales,142
2024-03,NISSAN,sales,147
2024-04,MERCEDES-BENZ CV,sales,25
2024-04,NISSAN,sales,82
2024-05,MERCEDES-BENZ CV,sales,116
2024-05,NISSAN,sales,62
2024-06,MERCEDES-BENZ CV,sales,151
2024-06,NISSAN,sales,53
2024-07,MERCEDES-BENZ CV,sales,79
2024-07,NISSAN,sales,35
2024-08,MERCEDES-BENZ CV,sales,261
2024-08,NISSAN,sales,132
2024-09,MERCEDES-BENZ CV,sales,116
2024-09,NISSAN,sales,167
2024-10,MERCEDES-BENZ CV,sales,132
2024-10,NISSAN,sales,125
2024-11,MERCEDES-BENZ CV,sales,159
2024-11,NISSAN,sales,134
2024-12,MERCEDES-BENZ CV,sales,231
2024-12,NISSAN,sales,233
2024-01,CITROEN,sales,30
2024-02,CITROEN,sales,41
2024-03,CITROEN,sales,50
2024-04,CITROEN,sales,15
2024-05,CITROEN,sales,197
2024-06,CITROEN,sales,286
2024-07,CITROEN,sales,111
2024-08,CITROEN,sales,112
2024-09,CITROEN,sales,120
2024-10,CITROEN,sales,116
2024-11,CITROEN,sales,126
2024-12,CITROEN,sales,120
2024-01,KIA,sales,105
2024-02,KIA,sales,100
2024-03,KIA,sales,178
2024-04,KIA,sales,96
2024-05,KIA,sales,107
2024-06,KIA,sales,109
2024-07,KIA,sales,112
2024-08,KIA,sales,60
2024-09,AION,sales,464
2024-09,KIA,sales,93
2024-10,AION,sales,178
2024-10,KIA,sales,52
2024-11,AION,sales,514
2024-11,KIA,sales,20
2024-12,AION,sales,84
2024-12,KIA,sales,18
2024-01,MINI,sales,38
2024-01,FAW,sales,28
2024-02,MINI,sales,75
2024-02,FAW,sales,19
2024-03,MINI,sales,85
2024-03,FAW,sales,27
2024-04,MINI,sales,58
2024-04,FAW,sales,23
2024-05,MINI,sales,61
2024-05,FAW,sales,175
2024-06,MINI,sales,95
2024-06,FAW,sales,55
2024-07,MINI,sales,102
2024-07,FAW,sales,181
2024-08,MINI,sales,136
2024-08,FAW,sales,64
2024-09,MINI,sales,80
2024-09,FAW,sales,43
2024-10,MINI,sales,49
2024-10,FAW,sales,61
2024-11,MINI,sales,51
2024-11,FAW,sales,54
2024-12,MINI,sales,100
2024-12,FAW,sales,117
2024-01,DFSK,sales,84
2024-01,FORD,sales,101
2024-02,DFSK,sales,128
2024-02,FORD,sales,62
2024-03,DFSK,sales,79
2024-03,FORD,sales,45
2024-04,DFSK,sales,44
2024-04,FORD,sales,52
2024-05,DFSK,sales,87
2024-05,FORD,sales,64
2024-06,DFSK,sales,51
2024-06,FORD,sales,71
2024-07,DFSK,sales,33
2024-07,FORD,sales,70
2024-08,DFSK,sales,63
2024-08,FORD,sales,70
2024-09,DFSK,sales,110
2024-09,FORD,sales,70
2024-10,DFSK,sales,53
2024-10,FORD,sales,72
2024-11,DFSK,sales,79
2024-11,FORD,sales,80
2024-12,DFSK,sales,17
2024-12,FORD,sales,60
2024-01,NETA,sales,39
2024-02,NETA,sales,20
2024-03,NETA,sales,10
2024-04,TANK,sales,56
2024-05,TANK,sales,27
2024-05,NETA,sales,13
2024-06,TANK,sales,32
2024-06,NETA,sales,93
2024-07,TANK,sales,69
2024-07,NETA,sales,111
2024-08,TANK,sales,51
2024-08,NETA,sales,75
2024-09,TANK,sales,178
2024-09,NETA,sales,102
2024-10,TANK,sales,153
2024-10,NETA,sales,35
2024-11,TANK,sales,37
2024-11,NETA,sales,57
2024-12,TANK,sales,89
2024-12,NETA,sales,52
2024-01,SUBARU,sales,41
2024-01,SCANIA,sales,26
2024-02,SUBARU,sales,31
2024-02,SCANIA,sales,19
2024-03,SUBARU,sales,40
2024-03,SCANIA,sales,42
2024-04,SUBARU,sales,28
2024-04,SCANIA,sales,27
2024-05,SUBARU,sales,52
2024-05,SCANIA,sales,45
2024-06,SUBARU,sales,41
2024-06,SCANIA,sales,23
2024-07,SUBARU,sales,94
2024-07,SCANIA,sales,47
2024-08,SUBARU,sales,74
2024-08,SCANIA,sales,43
2024-09,SUBARU,sales,40
