date,brand,metric,value
2023-03,MERCEDES-BENZ PC,sales,310
2023-04,MERCEDES-BENZ PC,sales,228
2023-05,MERCEDES-BENZ PC,sales,327
2023-06,MERCEDES-BENZ PC,sales,299
2023-07,MERCEDES-BENZ PC,sales,317
2023-08,MERCEDES-BENZ PC,sales,318
2023-09,MERCEDES-BENZ PC,sales,227
2023-10,MERCEDES-BENZ PC,sales,330
2023-11,MERCEDES-BENZ PC,sales,234
2023-12,MERCEDES-BENZ PC,sales,270
2023-01,LEXUS,sales,26
2023-02,LEXUS,sales,54
2023-03,LEXUS,sales,171
2023-04,LEXUS,sales,300
2023-05,LEXUS,sales,350
2023-06,LEXUS,sales,271
2023-07,LEXUS,sales,119
2023-08,LEXUS,sales,236
2023-09,LEXUS,sales,236
2023-10,LEXUS,sales,218
2023-11,LEXUS,sales,224
2023-12,LEXUS,sales,310
2023-01,MERCEDES-BENZ CV,sales,94
2023-02,MERCEDES-BENZ CV,sales,239
2023-03,MERCEDES-BENZ CV,sales,298
2023-04,MERCEDES-BENZ CV,sales,105
2023-05,MERCEDES-BENZ CV,sales,52
2023-06,MERCEDES-BENZ CV,sales,224
2023-07,MERCEDES-BENZ CV,sales,69
2023-08,MERCEDES-BENZ CV,sales,97
2023-09,MERCEDES-BENZ CV,sales,186
2023-10,MERCEDES-BENZ CV,sales,91
2023-11,MERCEDES-BENZ CV,sales,214
2023-12,MERCEDES-BENZ CV,sales,401
2023-01,UD TRUCKS,sales,212
2023-02,UD TRUCKS,sales,184
2023-03,UD TRUCKS,sales,189
2023-04,UD TRUCKS,sales,76
2023-05,UD TRUCKS,sales,146
2023-06,UD TRUCKS,sales,150
2023-07,UD TRUCKS,sales,152
2023-08,UD TRUCKS,sales,136
2023-09,UD TRUCKS,sales,172
2023-10,UD TRUCKS,sales,158
2023-11,UD TRUCKS,sales,128
2023-12,UD TRUCKS,sales,96
2023-01,NISSAN,sales,140
2023-02,NISSAN,sales,169
2023-03,NISSAN,sales,188
2023-04,NISSAN,sales,160
2023-05,NISSAN,sales,152
2023-06,NISSAN,sales,116
2023-07,NISSAN,sales,128
2023-08,NISSAN,sales,190
2023-09,NISSAN,sales,113
2023-10,NISSAN,sales,94
2023-11,NISSAN,sales,108
2023-12,NISSAN,sales,81
2023-01,KIA,sales,18
2023-02,KIA,sales,95
2023-03,KIA,sales,195
2023-04,KIA,sales,113
2023-05,KIA,sales,165
2023-06,KIA,sales,75
2023-07,KIA,sales,175
2023-08,KIA,sales,191
2023-09,KIA,sales,122
2023-10,KIA,sales,46
2023-11,KIA,sales,76
2023-12,KIA,sales,107
2023-01,DFSK,sales,278
2023-02,DFSK,sales,103
2023-03,DFSK,sales,115
2023-04,DFSK,sales,65
2023-05,DFSK,sales,129
2023-06,DFSK,sales,82
2023-07,DFSK,sales,108
2023-08,DFSK,sales,60
2023-09,DFSK,sales,93
2023-10,DFSK,sales,88
2023-11,DFSK,sales,52
2023-12,DFSK,sales,187
2023-01,MORRIS GARAGE,sales,61
2023-02,MORRIS GARAGE,sales,151
2023-03,MORRIS GARAGE,sales,122
2023-04,MORRIS GARAGE,sales,58
2023-05,MORRIS GARAGE,sales,67
2023-06,MORRIS GARAGE,sales,54
2023-07,MORRIS GARAGE,sales,107
2023-08,MORRIS GARAGE,sales,160
2023-09,MORRIS GARAGE,sales,154
2023-10,MORRIS GARAGE,sales,56
2023-11,MORRIS GARAGE,sales,99
2023-12,MORRIS GARAGE,sales,94
2023-01,MINI,sales,42
2023-02,MINI,sales,28
2023-03,MINI,sales,103
2023-04,MINI,sales,40
2023-05,MINI,sales,90
2023-06,MINI,sales,43
2023-07,MINI,sales,69
2023-08,MINI,sales,103
2023-09,MINI,sales,108
2023-10,MINI,sales,91
2023-11,MINI,sales,76
2023-12,MINI,sales,117
2023-01,SCANIA,sales,63
2023-02,SCANIA,sales,79
2023-03,SCANIA,sales,70
2023-04,SCANIA,sales,71
2023-05,SCANIA,sales,85
2023-06,SCANIA,sales,75
2023-07,SCANIA,sales,77
2023-08,SCANIA,sales,50
2023-09,SCANIA,sales,29
2023-10,SCANIA,sales,28
2023-11,SCANIA,sales,59
2023-12,SCANIA,sales,28
2023-01,FAW,sales,3
2023-02,FAW,sales,23
2023-03,FAW,sales,162
2023-04,FAW,sales,18
2023-05,FAW,sales,27
2023-06,FAW,sales,30
2023-07,FAW,sales,30
2023-08,FAW,sales,33
2023-09,FAW,sales,178
2023-10,FAW,sales,36
2023-11,FAW,sales,44
2023-12,FAW,sales,33
2023-01,SUBARU,sales,33
2023-02,SUBARU,sales,44
2023-03,SUBARU,sales,47
2023-04,SUBARU,sales,36
2023-05,SUBARU,sales,54
2023-06,SUBARU,sales,85
2023-07,SUBARU,sales,91
2023-08,SUBARU,sales,50
2023-09,SUBARU,sales,22
2023-10,SUBARU,sales,42
2023-11,SUBARU,sales,19
2023-12,SUBARU,sales,38
2023-01,JEEP,sales,86
2023-02,JEEP,sales,26
2023-03,JEEP,sales,14
2023-04,JEEP,sales,31
2023-05,JEEP,sales,45
2023-06,JEEP,sales,5
2023-07,JEEP,sales,77
2023-08,JEEP,sales,36
2023-09,JEEP,sales,7
2023-11,JEEP,sales,1
2023-12,JEEP,sales,6
2023-01,VOLKSWAGEN,sales,19
2023-02,VOLKSWAGEN,sales,50
2023-03,VOLKSWAGEN,sales,34
2023-04,VOLKSWAGEN,sales,10
2023-05,VOLKSWAGEN,sales,13
2023-06,VOLKSWAGEN,sales,18
2023-07,VOLKSWAGEN,sales,22
2023-08,VOLKSWAGEN,sales,27
2023-09,VOLKSWAGEN,sales,23
2023-10,VOLKSWAGEN,sales,10
2023-11,VOLKSWAGEN,sales,11
2023-12,VOLKSWAGEN,sales,10
2023-01,PEUGEOT,sales,15
2023-02,PEUGEOT,sales,20
2023-03,PEUGEOT,sales,36
2023-04,PEUGEOT,sales,19
2023-05,PEUGEOT,sales,21
2023-06,PEUGEOT,sales,14
2023-07,PEUGEOT,sales,11
2023-08,PEUGEOT,sales,14
2023-09,PEUGEOT,sales,16
2023-10,PEUGEOT,sales,16
2023-11,PEUGEOT,sales,10
2023-12,PEUGEOT,sales,7
2023-11,NETA,sales,100
2023-12,NETA,sales,81
2023-11,SERES,sales,67
2023-12,SERES,sales,44
2023-01,AUDI,sales,1
2023-02,AUDI,sales,6
2023-03,AUDI,sales,1
2023-04,AUDI,sales,6
2023-05,AUDI,sales,9
2023-06,AUDI,sales,5
2023-07,AUDI,sales,5
2023-08,AUDI,sales,9
2023-09,AUDI,sales,4
2023-10,AUDI,sales,6
2023-11,AUDI,sales,5
2023-12,AUDI,sales,1
2023-01,TATA,sales,9
2023-02,TATA,sales,3
2023-03,TATA,sales,1
2023-05,TATA,sales,2
2023-08,TATA,sales,4
2023-09,TATA,sales,1
2023-10,TATA,sales,4
2023-11,TATA,sales,6
2023-12,TATA,sales,1
2023-01,TOYOTA,retail,25555
2023-02,TOYOTA,retail,25250
2023-03,TOYOTA,retail,30008
2023-04,TOYOTA,retail,24134
2023-05,TOYOTA,retail,25791
2023-06,TOYOTA,retail,26092
2023-07,TOYOTA,retail,25908
2023-08,TOYOTA,retail,28104
2023-09,TOYOTA,retail,26600
2023-10,TOYOTA,retail,28003
2023-11,TOYOTA,retail,29125
2023-12,TOYOTA,retail,30825
2023-01,DAIHATSU,retail,22053
2023-02,DAIHATSU,retail,17013
2023-03,DAIHATSU,retail,18501
2023-04,DAIHATSU,retail,14001
2023-05,DAIHATSU,retail,15625
2023-06,DAIHATSU,retail,15322
2023-07,DAIHATSU,retail,15373
2023-08,DAIHATSU,retail,16335
2023-09,DAIHATSU,retail,15402
2023-10,DAIHATSU,retail,14646
2023-11,DAIHATSU,retail,14752
2023-12,DAIHATSU,retail,15085
2023-01,HONDA,retail,11018
2023-02,HONDA,retail,12069
2023-03,HONDA,retail,14614
2023-04,HONDA,retail,8246
2023-05,HONDA,retail,11391
2023-06,HONDA,retail,10459
2023-07,HONDA,retail,9009
2023-08,HONDA,retail,10050
2023-09,HONDA,retail,10170
2023-10,HONDA,retail,9611
2023-11,HONDA,retail,10165
2023-12,HONDA,retail,11208
2023-01,SUZUKI,retail,8083
2023-02,SUZUKI,retail,6922
2023-03,SUZUKI,retail,7634
2023-04,SUZUKI,retail,4918
2023-05,SUZUKI,retail,6868
2023-06,SUZUKI,retail,6808
2023-07,SUZUKI,retail,6305
2023-08,SUZUKI,retail,7040
2023-09,SUZUKI,retail,6342
2023-10,SUZUKI,retail,6732
2023-11,SUZUKI,retail,6471
2023-12,SUZUKI,retail,8121
2023-01,MITSUBISHI MOTORS,retail,8124
2023-02,MITSUBISHI MOTORS,retail,7407
2023-03,MITSUBISHI MOTORS,retail,8116
2023-04,MITSUBISHI MOTORS,retail,5972
2023-05,MITSUBISHI MOTORS,retail,7238
2023-06,MITSUBISHI MOTORS,retail,6403
2023-07,MITSUBISHI MOTORS,retail,5100
2023-08,MITSUBISHI MOTORS,retail,7976
2023-09,MITSUBISHI MOTORS,retail,6246
2023-10,MITSUBISHI MOTORS,retail,5842
2023-11,MITSUBISHI MOTORS,retail,6629
2023-12,MITSUBISHI MOTORS,retail,6739
2023-01,HYUNDAI-HMID,retail,3549
2023-02,HYUNDAI-HMID,retail,2801
2023-03,HYUNDAI-HMID,retail,3306
2023-04,HYUNDAI-HMID,retail,2505
2023-05,HYUNDAI-HMID,retail,3125
2023-06,HYUNDAI-HMID,retail,2922
2023-07,HYUNDAI-HMID,retail,2296
2023-08,HYUNDAI-HMID,retail,3211
2023-09,HYUNDAI-HMID,retail,3103
2023-10,HYUNDAI-HMID,retail,2815
2023-11,HYUNDAI-HMID,retail,3051
2023-12,HYUNDAI-HMID,retail,3052
2023-01,MITSUBISHI FUSO,retail,3462
2023-02,MITSUBISHI FUSO,retail,3369
2023-03,MITSUBISHI FUSO,retail,3554
2023-04,MITSUBISHI FUSO,retail,1961
2023-05,MITSUBISHI FUSO,retail,2501
2023-06,MITSUBISHI FUSO,retail,2496
2023-07,MITSUBISHI FUSO,retail,2547
2023-08,MITSUBISHI FUSO,retail,2803
2023-09,MITSUBISHI FUSO,retail,2806
2023-10,MITSUBISHI FUSO,retail,2106
2023-11,MITSUBISHI FUSO,retail,2602
2023-12,MITSUBISHI FUSO,retail,3076
2023-01,ISUZU,retail,2642
2023-02,ISUZU,retail,2722
2023-03,ISUZU,retail,2947
2023-04,ISUZU,retail,1613
2023-05,ISUZU,retail,2653
2023-06,ISUZU,retail,2931
2023-07,ISUZU,retail,2555
2023-08,ISUZU,retail,2759
2023-09,ISUZU,retail,2657
2023-10,ISUZU,retail,2746
2023-11,ISUZU,retail,2572
2023-12,ISUZU,retail,2800
2023-01,HINO,retail,2812
2023-02,HINO,retail,2687
2023-03,HINO,retail,2677
2023-04,HINO,retail,818
2023-05,HINO,retail,1835
2023-06,HINO,retail,1890
2023-07,HINO,retail,2525
2023-08,HINO,retail,2500
2023-09,HINO,retail,2193
2023-10,HINO,retail,2567
2023-11,HINO,retail,2638
2023-12,HINO,retail,2587
2023-01,WULING,retail,1632
2023-02,WULING,retail,1642
2023-03,WULING,retail,2092
2023-04,WULING,retail,2025
2023-05,WULING,retail,2400
2023-06,WULING,retail,1936
2023-07,WULING,retail,1954
2023-08,WULING,retail,2386
2023-09,WULING,retail,2347
2023-10,WULING,retail,1970
2023-11,WULING,retail,2202
2023-12,WULING,retail,3406
2023-01,MAZDA,retail,342
2023-02,MAZDA,retail,298
2023-03,MAZDA,retail,458
2023-04,MAZDA,retail,358
2023-05,MAZDA,retail,408
2023-06,MAZDA,retail,386
2023-07,MAZDA,retail,409
2023-08,MAZDA,retail,585
2023-09,MAZDA,retail,536
2023-10,MAZDA,retail,375
2023-11,MAZDA,retail,368
2023-12,MAZDA,retail,379
2023-01,BMW,retail,200
2023-02,BMW,retail,210
2023-03,BMW,retail,285
2023-04,BMW,retail,303
2023-05,BMW,retail,350
2023-06,BMW,retail,365
2023-07,BMW,retail,362
2023-08,BMW,retail,447
2023-09,BMW,retail,468
2023-10,BMW,retail,403
2023-11,BMW,retail,381
2023-12,BMW,retail,398
2023-01,CHERY,retail,102
2023-02,CHERY,retail,121
2023-03,CHERY,retail,249
2023-04,CHERY,retail,387
2023-05,CHERY,retail,445
2023-06,CHERY,retail,478
2023-07,CHERY,retail,441
2023-08,CHERY,retail,464
2023-09,CHERY,retail,400
2023-10,CHERY,retail,331
2023-11,CHERY,retail,222
2023-12,CHERY,retail,312
2023-01,MERCEDES-BENZ PC,retail,231
2023-02,MERCEDES-BENZ PC,retail,244
2023-03,MERCEDES-BENZ PC,retail,307
2023-04,MERCEDES-BENZ PC,retail,138
2023-05,MERCEDES-BENZ PC,retail,357
2023-06,MERCEDES-BENZ PC,retail,341
2023-07,MERCEDES-BENZ PC,retail,306
2023-08,MERCEDES-BENZ PC,retail,305
2023-09,MERCEDES-BENZ PC,retail,297
2023-10,MERCEDES-BENZ PC,retail,221
2023-11,MERCEDES-BENZ PC,retail,242
2023-12,MERCEDES-BENZ PC,retail,214
2023-01,LEXUS,retail,36
2023-02,LEXUS,retail,52
2023-03,LEXUS,retail,166
2023-04,LEXUS,retail,220
2023-05,LEXUS,retail,361
2023-06,LEXUS,retail,216
2023-07,LEXUS,retail,209
2023-08,LEXUS,retail,185
2023-09,LEXUS,retail,162
2023-10,LEXUS,retail,197
2023-11,LEXUS,retail,248
2023-12,LEXUS,retail,228
2023-01,MERCEDES-BENZ CV,retail,174
2023-02,MERCEDES-BENZ CV,retail,212
2023-03,MERCEDES-BENZ CV,retail,212
2023-04,MERCEDES-BENZ CV,retail,146
2023-05,MERCEDES-BENZ CV,retail,204
2023-06,MERCEDES-BENZ CV,retail,121
2023-07,MERCEDES-BENZ CV,retail,142
2023-08,MERCEDES-BENZ CV,retail,106
2023-09,MERCEDES-BENZ CV,retail,130
2023-10,MERCEDES-BENZ CV,retail,109
2023-11,MERCEDES-BENZ CV,retail,197
2023-12,MERCEDES-BENZ CV,retail,124
2023-01,UD TRUCKS,retail,179
2023-02,UD TRUCKS,retail,155
2023-03,UD TRUCKS,retail,162
2023-04,UD TRUCKS,retail,94
2023-05,UD TRUCKS,retail,152
2023-06,UD TRUCKS,retail,158
2023-07,UD TRUCKS,retail,137
2023-08,UD TRUCKS,retail,169
2023-09,UD TRUCKS,retail,154
2023-10,UD TRUCKS,retail,168
2023-11,UD TRUCKS,retail,187
2023-12,UD TRUCKS,retail,141
2023-01,NISSAN,retail,151
2023-02,NISSAN,retail,171
2023-03,NISSAN,retail,204
2023-04,NISSAN,retail,188
2023-05,NISSAN,retail,187
2023-06,NISSAN,retail,145
2023-07,NISSAN,retail,149
2023-08,NISSAN,retail,172
2023-09,NISSAN,retail,147
2023-10,NISSAN,retail,102
2023-11,NISSAN,retail,94
2023-12,NISSAN,retail,114
2023-01,DFSK,retail,167
2023-02,DFSK,retail,134
2023-03,DFSK,retail,140
2023-04,DFSK,retail,102
2023-05,DFSK,retail,137
2023-06,DFSK,retail,142
2023-07,DFSK,retail,147
2023-08,DFSK,retail,147
2023-09,DFSK,retail,127
2023-10,DFSK,retail,76
2023-11,DFSK,retail,94
2023-12,DFSK,retail,185
2023-01,KIA,retail,119
2023-02,KIA,retail,146
2023-03,KIA,retail,225
2023-04,KIA,retail,153
2023-05,KIA,retail,143
2023-06,KIA,retail,96
2023-07,KIA,retail,125
2023-08,KIA,retail,151
2023-09,KIA,retail,112
2023-10,KIA,retail,107
2023-11,KIA,retail,73
2023-12,KIA,retail,129
2023-01,MORRIS GARAGE,retail,60
2023-02,MORRIS GARAGE,retail,122
2023-03,MORRIS GARAGE,retail,142
2023-04,MORRIS GARAGE,retail,55
2023-05,MORRIS GARAGE,retail,71
2023-06,MORRIS GARAGE,retail,59
2023-07,MORRIS GARAGE,retail,92
2023-08,MORRIS GARAGE,retail,160
2023-09,MORRIS GARAGE,retail,128
2023-10,MORRIS GARAGE,retail,52
2023-11,MORRIS GARAGE,retail,111
2023-12,MORRIS GARAGE,retail,102
2023-01,MINI,retail,40
2023-02,MINI,retail,40
2023-03,MINI,retail,100
2023-04,MINI,retail,30
2023-05,MINI,retail,75
2023-06,MINI,retail,55
2023-07,MINI,retail,57
2023-08,MINI,retail,72
2023-09,MINI,retail,113
2023-10,MINI,retail,110
2023-11,MINI,retail,70
2023-12,MINI,retail,129
2023-01,SCANIA,retail,63
2023-02,SCANIA,retail,79
2023-03,SCANIA,retail,70
2023-04,SCANIA,retail,71
2023-05,SCANIA,retail,85
2023-06,SCANIA,retail,75
2023-07,SCANIA,retail,77
2023-08,SCANIA,retail,50
2023-09,SCANIA,retail,29
2023-10,SCANIA,retail,28
2023-11,SCANIA,retail,54
2023-12,SCANIA,retail,28
2023-01,FAW,retail,3
2023-02,FAW,retail,23
2023-03,FAW,retail,162
2023-04,FAW,retail,18
2023-05,FAW,retail,27
2023-06,FAW,retail,30
2023-07,FAW,retail,30
2023-08,FAW,retail,33
2023-09,FAW,retail,178
2023-10,FAW,retail,36
2023-11,FAW,retail,44
2023-12,FAW,retail,33
2023-01,SUBARU,retail,29
2023-02,SUBARU,retail,30
2023-03,SUBARU,retail,57
2023-04,SUBARU,retail,28
2023-05,SUBARU,retail,50
2023-06,SUBARU,retail,46
2023-07,SUBARU,retail,31
2023-08,SUBARU,retail,55
2023-09,SUBARU,retail,64
2023-10,SUBARU,retail,44
2023-11,SUBARU,retail,45
2023-12,SUBARU,retail,42
2023-01,JEEP,retail,22
2023-02,JEEP,retail,52
2023-03,JEEP,retail,37
2023-04,JEEP,retail,13
2023-05,JEEP,retail,40
2023-06,JEEP,retail,12
2023-07,JEEP,retail,35
2023-08,JEEP,retail,37
2023-09,JEEP,retail,14
2023-10,JEEP,retail,13
2023-11,JEEP,retail,16
2023-12,JEEP,retail,9
2023-01,VOLKSWAGEN,retail,20
2023-02,VOLKSWAGEN,retail,27
2023-03,VOLKSWAGEN,retail,39
2023-04,VOLKSWAGEN,retail,9
2023-05,VOLKSWAGEN,retail,13
2023-06,VOLKSWAGEN,retail,13
2023-07,VOLKSWAGEN,retail,20
2023-08,VOLKSWAGEN,retail,43
2023-09,VOLKSWAGEN,retail,36
2023-10,VOLKSWAGEN,retail,12
2023-11,VOLKSWAGEN,retail,6
2023-12,VOLKSWAGEN,retail,11
2023-01,PEUGEOT,retail,15
2023-02,PEUGEOT,retail,20
2023-03,PEUGEOT,retail,36
2023-04,PEUGEOT,retail,19
2023-05,PEUGEOT,retail,21
2023-06,PEUGEOT,retail,14
2023-07,PEUGEOT,retail,11
2023-08,PEUGEOT,retail,14
2023-09,PEUGEOT,retail,16
2023-10,PEUGEOT,retail,16
2023-11,PEUGEOT,retail,10
2023-12,PEUGEOT,retail,7
2023-11,NETA,retail,100
2023-12,NETA,retail,66
2023-01,AUDI,retail,1
2023-02,AUDI,retail,6
2023-03,AUDI,retail,1
2023-04,AUDI,retail,6
2023-05,AUDI,retail,7
2023-06,AUDI,retail,7
2023-07,AUDI,retail,5
2023-08,AUDI,retail,9
2023-09,AUDI,retail,4
2023-10,AUDI,retail,5
2023-11,AUDI,retail,5
2023-12,AUDI,retail,1
2023-11,SERES,retail,7
2023-12,SERES,retail,29
2023-01,TATA,retail,8
2023-02,TATA,retail,5
2023-03,TATA,retail,1
2023-06,TATA,retail,1
2023-07,TATA,retail,1
2023-08,TATA,retail,3
2023-09,TATA,retail,3
2023-10,TATA,retail,3
2023-12,TATA,retail,6
2023-01,TOYOTA,prod,54533
2023-02,TOYOTA,prod,51149
2023-03,TOYOTA,prod,51208
2023-04,TOYOTA,prod,30537
2023-05,TOYOTA,prod,47765
2023-06,TOYOTA,prod,42795
2023-07,TOYOTA,prod,51381
2023-08,TOYOTA,prod,52696
2023-09,TOYOTA,prod,49928
2023-10,TOYOTA,prod,53065
2023-11,TOYOTA,prod,54443
2023-12,TOYOTA,prod,49762
2023-01,DAIHATSU,prod,17782
2023-02,DAIHATSU,prod,16187
2023-03,DAIHATSU,prod,19754
2023-04,DAIHATSU,prod,10690
2023-05,DAIHATSU,prod,15980
2023-06,DAIHATSU,prod,18101
2023-07,DAIHATSU,prod,15805
2023-08,DAIHATSU,prod,17450
2023-09,DAIHATSU,prod,15007
2023-10,DAIHATSU,prod,14092
2023-11,DAIHATSU,prod,13524
2023-12,DAIHATSU,prod,12805
2023-01,MITSUBISHI MOTORS,prod,14271
2023-02,MITSUBISHI MOTORS,prod,13603
2023-03,MITSUBISHI MOTORS,prod,14708
2023-04,MITSUBISHI MOTORS,prod,8129
2023-05,MITSUBISHI MOTORS,prod,14435
2023-06,MITSUBISHI MOTORS,prod,13453
2023-07,MITSUBISHI MOTORS,prod,15043
2023-08,MITSUBISHI MOTORS,prod,15005
2023-09,MITSUBISHI MOTORS,prod,12614
2023-10,MITSUBISHI MOTORS,prod,13265
2023-11,MITSUBISHI MOTORS,prod,12759
2023-12,MITSUBISHI MOTORS,prod,7074
2023-01,HONDA,prod,15666
2023-02,HONDA,prod,13798
2023-03,HONDA,prod,15593
2023-04,HONDA,prod,6021
2023-05,HONDA,prod,10319
2023-06,HONDA,prod,11647
2023-07,HONDA,prod,11612
2023-08,HONDA,prod,12554
2023-09,HONDA,prod,10580
2023-10,HONDA,prod,10780
2023-11,HONDA,prod,9768
2023-12,HONDA,prod,5424
2023-01,SUZUKI,prod,11173
2023-02,SUZUKI,prod,10628
2023-03,SUZUKI,prod,12014
2023-04,SUZUKI,prod,6038
2023-05,SUZUKI,prod,10900
2023-06,SUZUKI,prod,10214
2023-07,SUZUKI,prod,9749
2023-08,SUZUKI,prod,8979
2023-09,SUZUKI,prod,7569
2023-10,SUZUKI,prod,8504
2023-11,SUZUKI,prod,7592
2023-12,SUZUKI,prod,6766
2023-01,HYUNDAI-HMMI,prod,6840
2023-02,HYUNDAI-HMMI,prod,6091
2023-03,HYUNDAI-HMMI,prod,6838
2023-04,HYUNDAI-HMMI,prod,4740
2023-05,HYUNDAI-HMMI,prod,6910
2023-06,HYUNDAI-HMMI,prod,7038
2023-07,HYUNDAI-HMMI,prod,7700
2023-08,HYUNDAI-HMMI,prod,7650
2023-09,HYUNDAI-HMMI,prod,6200
2023-10,HYUNDAI-HMMI,prod,7460
2023-11,HYUNDAI-HMMI,prod,7030
2023-12,HYUNDAI-HMMI,prod,5060
2023-01,ISUZU,prod,3755
2023-02,ISUZU,prod,3426
2023-03,ISUZU,prod,3198
2023-04,ISUZU,prod,2028
2023-05,ISUZU,prod,3138
2023-06,ISUZU,prod,3036
2023-07,ISUZU,prod,3060
2023-08,ISUZU,prod,3318
2023-09,ISUZU,prod,3328
2023-10,ISUZU,prod,3534
2023-11,ISUZU,prod,3528
2023-12,ISUZU,prod,3107
2023-01,MITSUBISHI FUSO,prod,4220
2023-02,MITSUBISHI FUSO,prod,3441
2023-03,MITSUBISHI FUSO,prod,4827
2023-04,MITSUBISHI FUSO,prod,2592
2023-05,MITSUBISHI FUSO,prod,3648
2023-06,MITSUBISHI FUSO,prod,3180
2023-07,MITSUBISHI FUSO,prod,2585
2023-08,MITSUBISHI FUSO,prod,1567
2023-09,MITSUBISHI FUSO,prod,1716
2023-10,MITSUBISHI FUSO,prod,1740
2023-11,MITSUBISHI FUSO,prod,1260
2023-12,MITSUBISHI FUSO,prod,1383
2023-01,HINO,prod,2898
2023-02,HINO,prod,2433
2023-03,HINO,prod,2399
2023-04,HINO,prod,1148
2023-05,HINO,prod,2338
2023-06,HINO,prod,2275
2023-07,HINO,prod,2548
2023-08,HINO,prod,3174
2023-09,HINO,prod,2326
2023-10,HINO,prod,2092
2023-11,HINO,prod,2131
2023-12,HINO,prod,1783
2023-01,WULING,prod,465
2023-02,WULING,prod,1373
2023-03,WULING,prod,3942
2023-04,WULING,prod,2072
2023-05,WULING,prod,2520
2023-06,WULING,prod,1325
2023-07,WULING,prod,1303
2023-08,WULING,prod,1399
2023-09,WULING,prod,1944
2023-10,WULING,prod,1939
2023-11,WULING,prod,2668
2023-12,WULING,prod,3506
2023-01,CHERY,prod,162
2023-02,CHERY,prod,225
2023-03,CHERY,prod,239
2023-04,CHERY,prod,531
2023-05,CHERY,prod,809
2023-06,CHERY,prod,907
2023-07,CHERY,prod,915
2023-08,CHERY,prod,656
2023-09,CHERY,prod,327
2023-10,CHERY,prod,325
2023-11,CHERY,prod,307
2023-12,CHERY,prod,302
2023-01,MERCEDES-BENZ PC,prod,233
2023-02,MERCEDES-BENZ PC,prod,275
2023-03,MERCEDES-BENZ PC,prod,275
2023-04,MERCEDES-BENZ PC,prod,222
2023-05,MERCEDES-BENZ PC,prod,298
2023-06,MERCEDES-BENZ PC,prod,241
2023-07,MERCEDES-BENZ PC,prod,366
2023-08,MERCEDES-BENZ PC,prod,357
2023-09,MERCEDES-BENZ PC,prod,302
2023-10,MERCEDES-BENZ PC,prod,311
2023-11,MERCEDES-BENZ PC,prod,167
2023-12,MERCEDES-BENZ PC,prod,55
2023-01,BMW,prod,193
2023-02,BMW,prod,235
2023-03,BMW,prod,280
2023-04,BMW,prod,146
2023-05,BMW,prod,224
2023-06,BMW,prod,184
2023-07,BMW,prod,190
2023-08,BMW,prod,295
2023-09,BMW,prod,314
2023-10,BMW,prod,266
2023-11,BMW,prod,169
2023-12,BMW,prod,307
2023-01,HYUNDAI HIM,prod,3
2023-02,HYUNDAI HIM,prod,3
2023-03,HYUNDAI HIM,prod,117
2023-05,HYUNDAI HIM,prod,108
2023-06,HYUNDAI HIM,prod,199
2023-07,HYUNDAI HIM,prod,144
2023-08,HYUNDAI HIM,prod,315
2023-09,HYUNDAI HIM,prod,378
2023-10,HYUNDAI HIM,prod,377
2023-11,HYUNDAI HIM,prod,360
2023-12,HYUNDAI HIM,prod,39
2023-01,UD TRUCK,prod,186
2023-02,UD TRUCK,prod,168
2023-03,UD TRUCK,prod,187
2023-04,UD TRUCK,prod,72
2023-05,UD TRUCK,prod,144
2023-06,UD TRUCK,prod,147
2023-07,UD TRUCK,prod,147
2023-08,UD TRUCK,prod,155
2023-09,UD TRUCK,prod,120
2023-10,UD TRUCK,prod,192
2023-11,UD TRUCK,prod,190
2023-12,UD TRUCK,prod,111
2023-01,MERCEDES-BENZ CV,prod,129
2023-02,MERCEDES-BENZ CV,prod,104
2023-03,MERCEDES-BENZ CV,prod,132
2023-04,MERCEDES-BENZ CV,prod,86
2023-05,MERCEDES-BENZ CV,prod,121
2023-06,MERCEDES-BENZ CV,prod,12
2023-07,MERCEDES-BENZ CV,prod,94
2023-08,MERCEDES-BENZ CV,prod,45
2023-09,MERCEDES-BENZ CV,prod,74
2023-10,MERCEDES-BENZ CV,prod,207
2023-11,MERCEDES-BENZ CV,prod,144
2023-12,MERCEDES-BENZ CV,prod,272
2023-01,DFSK,prod,210
2023-02,DFSK,prod,250
2023-03,DFSK,prod,285
2023-04,DFSK,prod,168
2023-05,DFSK,prod,150
2023-06,DFSK,prod,90
2023-09,DFSK,prod,50
2023-10,DFSK,prod,51
2023-11,DFSK,prod,40
2023-12,DFSK,prod,90
2023-01,MINI,prod,49
2023-02,MINI,prod,1
2023-03,MINI,prod,70
2023-04,MINI,prod,17
2023-05,MINI,prod,16
2023-06,MINI,prod,16
2023-07,MINI,prod,14
2023-08,MINI,prod,28
2023-09,MINI,prod,6
2023-10,MINI,prod,109
2023-11,MINI,prod,116
2023-12,MINI,prod,5
2023-08,SERES,prod,5
2023-11,SERES,prod,70
2023-12,SERES,prod,60
2023-01,DAIHATSU,export,16594
2023-02,DAIHATSU,export,16582
2023-03,DAIHATSU,export,14545
2023-04,DAIHATSU,export,10409
2023-05,DAIHATSU,export,11768
2023-06,DAIHATSU,export,13305
2023-07,DAIHATSU,export,11275
2023-08,DAIHATSU,export,15023
2023-09,DAIHATSU,export,10742
